regiao;estado;coduf;data;semanaEpidemiologica;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos
Nordeste;PB;25;2021-10-05;40;4018127;442237;29;9325;5
Nordeste;PB;25;2021-10-06;40;4018127;442464;227;9329;4
Nordeste;PB;25;2021-10-07;40;4018127;442662;198;9332;3
Nordeste;PB;25;2021-10-08;40;4018127;442842;180;9336;4
Nordeste;PB;25;2021-10-09;40;4018127;443000;158;9341;5
Nordeste;PB;25;2021-10-10;41;4018127;443141;141;9346;5
Nordeste;PB;25;2021-10-11;41;4018127;443181;40;9351;5
Nordeste;PB;25;2021-10-12;41;4018127;443203;22;9353;2
Nordeste;PB;25;2021-10-13;41;4018127;443248;45;9358;5
Nordeste;PB;25;2021-10-14;41;4018127;443294;46;9361;3
Nordeste;PB;25;2021-10-15;41;4018127;443505;211;9364;3
Nordeste;PB;25;2021-10-16;41;4018127;443739;234;9367;3
Nordeste;PB;25;2021-10-17;42;4018127;443885;146;9371;4
Nordeste;PB;25;2021-10-18;42;4018127;443927;42;9371;0
Nordeste;PB;25;2021-10-19;42;4018127;443972;45;9376;5
Nordeste;PB;25;2021-10-20;42;4018127;444184;212;9380;4
Nordeste;PB;25;2021-10-21;42;4018127;444352;168;9385;5
Nordeste;PB;25;2021-10-22;42;4018127;444568;216;9386;1
Nordeste;PB;25;2021-10-23;42;4018127;444752;184;9391;5
Nordeste;PB;25;2021-10-24;43;4018127;444929;177;9395;4
Nordeste;PB;25;2021-10-25;43;4018127;444962;33;9398;3
Nordeste;PB;25;2021-10-26;43;4018127;445012;50;9399;1
Nordeste;PB;25;2021-10-27;43;4018127;445272;260;9403;4
Nordeste;PB;25;2021-10-28;43;4018127;445460;188;9406;3
Nordeste;PB;25;2021-10-29;43;4018127;445662;202;9411;5
Nordeste;PB;25;2021-10-30;43;4018127;445866;204;9418;7
Nordeste;PB;25;2021-10-31;44;4018127;446011;145;9422;4
Nordeste;PB;25;2021-11-01;44;4018127;446066;55;9423;1
Nordeste;PB;25;2021-11-02;44;4018127;446104;38;9426;3
Nordeste;PB;25;2021-11-03;44;4018127;454529;8425;9430;4
Nordeste;PB;25;2021-11-04;44;4018127;454791;262;9435;5
Nordeste;PB;25;2021-11-05;44;4018127;454894;103;9440;5
Nordeste;PB;25;2021-11-06;44;4018127;455577;683;9443;3
Nordeste;PB;25;2021-11-07;45;4018127;455886;309;9448;5
Nordeste;PB;25;2021-11-08;45;4018127;455971;85;9453;5
Nordeste;PB;25;2021-11-09;45;4018127;456025;54;9455;2
Nordeste;PB;25;2021-11-10;45;4018127;456038;13;9458;3
Nordeste;PB;25;2021-11-11;45;4018127;456719;681;9461;3
Nordeste;PB;25;2021-11-12;45;4018127;457031;312;9462;1
Nordeste;PB;25;2021-11-13;45;4018127;457417;386;9463;1
Nordeste;PB;25;2021-11-14;46;4018127;457634;217;9466;3
Nordeste;PB;25;2021-11-15;46;4018127;457690;56;9469;3
Nordeste;PB;25;2021-11-16;46;4018127;457746;56;9473;4
Nordeste;PB;25;2021-11-17;46;4018127;457831;85;9478;5
Nordeste;PB;25;2021-11-18;46;4018127;458255;424;9482;4
Nordeste;PB;25;2021-11-19;46;4018127;458536;281;9488;6
Nordeste;PB;25;2021-11-20;46;4018127;458790;254;9491;3
Nordeste;PB;25;2021-11-21;47;4018127;459068;278;9493;2
Nordeste;PB;25;2021-11-22;47;4018127;459120;52;9497;4
Nordeste;PB;25;2021-11-23;47;4018127;459166;46;9502;5
Nordeste;PB;25;2021-11-24;47;4018127;459489;323;9505;3
Nordeste;PB;25;2021-11-25;47;4018127;459489;0;9511;6
Nordeste;PB;25;2021-11-26;47;4018127;460032;543;9516;5
Nordeste;PB;25;2021-11-27;47;4018127;460269;237;9520;4
Nordeste;PB;25;2021-11-28;48;4018127;460469;200;9526;6
Nordeste;PB;25;2021-11-29;48;4018127;460515;46;9528;2
Nordeste;PB;25;2021-11-30;48;4018127;460580;65;9529;1
Nordeste;PB;25;2021-12-01;48;4018127;460909;329;9532;3
Nordeste;PB;25;2021-12-02;48;4018127;460917;8;9535;3
Nordeste;PB;25;2021-12-03;48;4018127;461374;457;9538;3
Nordeste;PB;25;2021-12-04;48;4018127;461639;265;9541;3
Nordeste;PB;25;2021-12-05;49;4018127;461912;273;9542;1
Nordeste;PB;25;2021-12-06;49;4018127;461965;53;9545;3
Nordeste;PB;25;2021-12-07;49;4018127;461988;23;9548;3
Nordeste;PB;25;2021-12-08;49;4018127;462240;252;9552;4
Nordeste;PB;25;2021-12-09;49;4018127;462450;210;9555;3
Nordeste;PB;25;2021-12-10;49;4018127;462567;117;9556;1
Nordeste;PB;25;2021-12-11;49;4018127;462585;18;9559;3
Nordeste;PB;25;2021-12-12;50;4018127;462585;0;9559;0
Nordeste;PB;25;2021-12-13;50;4018127;462585;0;9559;0
Nordeste;PB;25;2021-12-14;50;4018127;462597;12;9563;4
Nordeste;PB;25;2021-12-15;50;4018127;462620;23;9565;2
Nordeste;PB;25;2021-12-16;50;4018127;462620;0;9565;0
Nordeste;PB;25;2021-12-17;50;4018127;462620;0;9565;0
Nordeste;PB;25;2021-12-18;50;4018127;462654;34;9572;7
Nordeste;PB;25;2021-12-19;51;4018127;462654;0;9572;0
Nordeste;PB;25;2021-12-20;51;4018127;462658;4;9574;2
Nordeste;PB;25;2021-12-21;51;4018127;462658;0;9574;0
Nordeste;PB;25;2021-12-22;51;4018127;462671;13;9580;6
Nordeste;PB;25;2021-12-23;51;4018127;462671;0;9580;0
Nordeste;PB;25;2021-12-24;51;4018127;462706;35;9583;3
Nordeste;PB;25;2021-12-25;51;4018127;463560;854;9584;1
Nordeste;PB;25;2021-12-26;52;4018127;463584;24;9586;2
Nordeste;PB;25;2021-12-27;52;4018127;463616;32;9588;2
Nordeste;PB;25;2021-12-28;52;4018127;463656;40;9589;1
Nordeste;PB;25;2021-12-29;52;4018127;463855;199;9591;2
Nordeste;PB;25;2021-12-30;52;4018127;464121;266;9594;3
Nordeste;PB;25;2021-12-31;52;4018127;464335;214;9596;2
Nordeste;PB;25;2022-01-01;52;4018127;464511;176;9597;1
Nordeste;PB;25;2022-01-02;1;4018127;464565;54;9599;2
Nordeste;PB;25;2022-01-03;1;4018127;464590;25;9600;1
Nordeste;PB;25;2022-01-04;1;4018127;464629;39;9600;0
Nordeste;PB;25;2022-01-05;1;4018127;464880;251;9601;1
Nordeste;PB;25;2022-01-06;1;4018127;465082;202;9604;3
Nordeste;PB;25;2022-01-07;1;4018127;465266;184;9606;2
Nordeste;PB;25;2022-01-08;1;4018127;465373;107;9606;0
Nordeste;PB;25;2022-01-09;2;4018127;465685;312;9606;0
Nordeste;PB;25;2022-01-10;2;4018127;466027;342;9608;2
Nordeste;PB;25;2022-01-11;2;4018127;466088;61;9609;1
Nordeste;PB;25;2022-01-12;2;4018127;466088;0;9612;3
Nordeste;PB;25;2022-01-13;2;4018127;466939;851;9613;1
Nordeste;PB;25;2022-01-14;2;4018127;467443;504;9614;1
Nordeste;PB;25;2022-01-15;2;4018127;468178;735;9614;0
Nordeste;PB;25;2022-01-16;3;4018127;468244;66;9615;1
Nordeste;PB;25;2022-01-17;3;4018127;468652;408;9617;2
Nordeste;PB;25;2022-01-18;3;4018127;469004;352;9620;3
Nordeste;PB;25;2022-01-19;3;4018127;470906;1902;9625;5
Nordeste;PB;25;2022-01-20;3;4018127;472855;1949;9626;1
Nordeste;PB;25;2022-01-21;3;4018127;474846;1991;9628;2
Nordeste;PB;25;2022-01-22;3;4018127;477089;2243;9632;4
Nordeste;PB;25;2022-01-23;4;4018127;479096;2007;9635;3
Nordeste;PB;25;2022-01-24;4;4018127;479952;856;9640;5
Nordeste;PB;25;2022-01-25;4;4018127;480736;784;9645;5
Nordeste;PB;25;2022-01-26;4;4018127;483908;3172;9647;2
Nordeste;PB;25;2022-01-27;4;4018127;487074;3166;9672;25
Nordeste;PB;25;2022-01-28;4;4018127;490428;3354;9686;14
Nordeste;PB;25;2022-01-29;4;4018127;494098;3670;9695;9
Nordeste;PB;25;2022-01-30;5;4018127;497653;3555;9702;7
Nordeste;PB;25;2022-01-31;5;4018127;498923;1270;9716;14
Nordeste;PB;25;2022-02-01;5;4018127;499327;404;9723;7
Nordeste;PB;25;2022-02-02;5;4018127;504194;4867;9738;15
Nordeste;PB;25;2022-02-03;5;4018127;504216;22;9755;17
Nordeste;PB;25;2022-02-04;5;4018127;512790;8574;9770;15
Nordeste;PB;25;2022-02-05;5;4018127;516970;4180;9791;21
Nordeste;PB;25;2022-02-06;6;4018127;520609;3639;9805;14
Nordeste;PB;25;2022-02-07;6;4018127;521577;968;9832;27
Nordeste;PB;25;2022-02-08;6;4018127;522528;951;9848;16
Nordeste;PB;25;2022-02-09;6;4018127;528173;5645;9871;23
Nordeste;PB;25;2022-02-10;6;4018127;531315;3142;9886;15
Nordeste;PB;25;2022-02-11;6;4018127;535481;4166;9914;28
Nordeste;PB;25;2022-02-12;6;4018127;539557;4076;9933;19
Nordeste;PB;25;2022-02-13;7;4018127;542931;3374;9942;9
Nordeste;PB;25;2022-02-14;7;4018127;544249;1318;9956;14
Nordeste;PB;25;2022-02-15;7;4018127;545538;1289;9976;20
Nordeste;PB;25;2022-02-16;7;4018127;549189;3651;9989;13
Nordeste;PB;25;2022-02-17;7;4018127;555776;6587;10002;13
Nordeste;PB;25;2022-02-18;7;4018127;558170;2394;10015;13
Nordeste;PB;25;2022-02-19;7;4018127;559371;1201;10026;11
Nordeste;PB;25;2022-02-20;8;4018127;562038;2667;10038;12
Nordeste;PB;25;2022-02-21;8;4018127;562837;799;10044;6
Nordeste;PB;25;2022-02-22;8;4018127;563676;839;10057;13
Nordeste;PB;25;2022-02-23;8;4018127;566562;2886;10066;9
Nordeste;PB;25;2022-02-24;8;4018127;569242;2680;10071;5
Nordeste;PB;25;2022-02-25;8;4018127;571651;2409;10076;5
Nordeste;PB;25;2022-02-26;8;4018127;573710;2059;10080;4
Nordeste;PB;25;2022-02-27;9;4018127;575176;1466;10087;7
Nordeste;PB;25;2022-02-28;9;4018127;575176;0;10092;5
Nordeste;PB;25;2022-03-01;9;4018127;576160;984;10099;7
Nordeste;PB;25;2022-03-02;9;4018127;576160;0;10106;7
Nordeste;PB;25;2022-03-03;9;4018127;577459;1299;10110;4
Nordeste;PB;25;2022-03-04;9;4018127;578882;1423;10121;11
Nordeste;PB;25;2022-03-05;9;4018127;578895;13;10125;4
Nordeste;PB;25;2022-03-06;10;4018127;578901;6;10127;2
Nordeste;PB;25;2022-03-07;10;4018127;582002;3101;10132;5
Nordeste;PB;25;2022-03-08;10;4018127;582380;378;10135;3
Nordeste;PB;25;2022-03-09;10;4018127;583564;1184;10142;7
Nordeste;PB;25;2022-03-10;10;4018127;584306;742;10148;6
Nordeste;PB;25;2022-03-11;10;4018127;585260;954;10151;3
Nordeste;PB;25;2022-03-12;10;4018127;586432;1172;10153;2
Nordeste;PB;25;2022-03-13;11;4018127;587370;938;10156;3
Nordeste;PB;25;2022-03-14;11;4018127;587514;144;10159;3
Nordeste;PB;25;2022-03-15;11;4018127;588282;768;10160;1
Nordeste;PB;25;2022-03-16;11;4018127;589302;1020;10165;5
Nordeste;PB;25;2022-03-17;11;4018127;590042;740;10166;1
Nordeste;PB;25;2022-03-18;11;4018127;590923;881;10169;3
Nordeste;PB;25;2022-03-19;11;4018127;591852;929;10172;3
Nordeste;PB;25;2022-03-20;12;4018127;591852;0;10172;0
Nordeste;PB;25;2022-03-21;12;4018127;592364;512;10175;3
Nordeste;PB;25;2022-03-22;12;4018127;592401;37;10178;3
Nordeste;PB;25;2022-03-23;12;4018127;592905;504;10181;3
Nordeste;PB;25;2022-03-24;12;4018127;593496;591;10183;2
Nordeste;PB;25;2022-03-25;12;4018127;593946;450;10185;2
Nordeste;PB;25;2022-03-26;12;4018127;594358;412;10187;2
Nordeste;PB;25;2022-03-27;13;4018127;594891;533;10189;2
Nordeste;PB;25;2022-03-28;13;4018127;595072;181;10190;1
Nordeste;PB;25;2022-03-29;13;4018127;595347;275;10191;1
Nordeste;PB;25;2022-03-30;13;4018127;595932;585;10192;1
Nordeste;PB;25;2022-03-31;13;4018127;596402;470;10193;1
Nordeste;PB;25;2022-04-01;13;4018127;597101;699;10194;1
Nordeste;PB;25;2022-04-02;13;4018127;597445;344;10194;0
Nordeste;PB;25;2022-04-03;14;4018127;597934;489;10194;0
Nordeste;PB;25;2022-04-04;14;4018127;598064;130;10195;1
Nordeste;PB;25;2022-04-05;14;4018127;598085;21;10197;2
Nordeste;PB;25;2022-04-06;14;4018127;598572;487;10197;0
Nordeste;PB;25;2022-04-07;14;4018127;598826;254;10197;0
Nordeste;PB;25;2022-04-08;14;4018127;599088;262;10197;0
Nordeste;PB;25;2022-04-09;14;4018127;599370;282;10197;0
Nordeste;PB;25;2022-04-10;15;4018127;599571;201;10197;0
Nordeste;PB;25;2022-04-11;15;4018127;599615;44;10197;0
Nordeste;PB;25;2022-04-12;15;4018127;599628;13;10197;0
Nordeste;PB;25;2022-04-13;15;4018127;599766;138;10197;0
Nordeste;PB;25;2022-04-14;15;4018127;599987;221;10197;0
Nordeste;PB;25;2022-04-15;15;4018127;600223;236;10197;0
Nordeste;PB;25;2022-04-16;15;4018127;600322;99;10197;0
Nordeste;PB;25;2022-04-17;16;4018127;600326;4;10197;0
Nordeste;PB;25;2022-04-18;16;4018127;600360;34;10198;1
Nordeste;PB;25;2022-04-19;16;4018127;600615;255;10198;0
Nordeste;PB;25;2022-04-20;16;4018127;600898;283;10199;1
Nordeste;PB;25;2022-04-21;16;4018127;601103;205;10199;0
Nordeste;PB;25;2022-04-22;16;4018127;601296;193;10201;2
Nordeste;PB;25;2022-04-23;16;4018127;601340;44;10202;1
Nordeste;PB;25;2022-04-24;17;4018127;601458;118;10203;1
Nordeste;PB;25;2022-04-25;17;4018127;601512;54;10204;1
Nordeste;PB;25;2022-04-26;17;4018127;601543;31;10206;2
Nordeste;PB;25;2022-04-27;17;4018127;601704;161;10207;1
Nordeste;PB;25;2022-04-28;17;4018127;601933;229;10208;1
Nordeste;PB;25;2022-04-29;17;4018127;602048;115;10209;1
Nordeste;PB;25;2022-04-30;17;4018127;602117;69;10209;0
Nordeste;PB;25;2022-05-01;18;4018127;602231;114;10209;0
Nordeste;PB;25;2022-05-02;18;4018127;602272;41;10210;1
Nordeste;PB;25;2022-05-03;18;4018127;602282;10;10211;1
Nordeste;PB;25;2022-05-04;18;4018127;602383;101;10211;0
Nordeste;PB;25;2022-05-05;18;4018127;602542;159;10213;2
Nordeste;PB;25;2022-05-06;18;4018127;602664;122;10214;1
Nordeste;PB;25;2022-05-07;18;4018127;602759;95;10214;0
Nordeste;PB;25;2022-05-08;19;4018127;602876;117;10215;1
Nordeste;PB;25;2022-05-09;19;4018127;602960;84;10215;0
Nordeste;PB;25;2022-05-10;19;4018127;602966;6;10215;0
Nordeste;PB;25;2022-05-11;19;4018127;603051;85;10215;0
Nordeste;PB;25;2022-05-12;19;4018127;603157;106;10215;0
Nordeste;PB;25;2022-05-13;19;4018127;603327;170;10215;0
Nordeste;PB;25;2022-05-14;19;4018127;603435;108;10215;0
Nordeste;PB;25;2022-05-15;20;4018127;603534;99;10215;0
Nordeste;PB;25;2022-05-16;20;4018127;603591;57;10217;2
Nordeste;PB;25;2022-05-17;20;4018127;603605;14;10217;0
Nordeste;PB;25;2022-05-18;20;4018127;603816;211;10217;0
Nordeste;PB;25;2022-05-19;20;4018127;603829;13;10217;0
Nordeste;PB;25;2022-05-20;20;4018127;603832;3;10217;0
Nordeste;PB;25;2022-05-21;20;4018127;603883;51;10217;0
Nordeste;PB;25;2022-05-22;21;4018127;604156;273;10218;1
Nordeste;PB;25;2022-05-23;21;4018127;604210;54;10218;0
Nordeste;PB;25;2022-05-24;21;4018127;604234;24;10219;1
Nordeste;PB;25;2022-05-25;21;4018127;604539;305;10220;1
Nordeste;PB;25;2022-05-26;21;4018127;604705;166;10220;0
Nordeste;PB;25;2022-05-27;21;4018127;604878;173;10220;0
Nordeste;PB;25;2022-05-28;21;4018127;605044;166;10220;0
Nordeste;PB;25;2022-05-29;22;4018127;605044;0;10220;0
Nordeste;PB;25;2022-05-30;22;4018127;605292;248;10220;0
Nordeste;PB;25;2022-05-31;22;4018127;605316;24;10220;0
Nordeste;PB;25;2022-06-01;22;4018127;605549;233;10220;0
Nordeste;PB;25;2022-06-02;22;4018127;605716;167;10220;0
Nordeste;PB;25;2022-06-03;22;4018127;605716;0;10220;0
Nordeste;PB;25;2022-06-04;22;4018127;605716;0;10220;0
Nordeste;PB;25;2022-06-05;23;4018127;605716;0;10220;0
Nordeste;PB;25;2022-06-06;23;4018127;606445;729;10220;0
Nordeste;PB;25;2022-06-07;23;4018127;606495;50;10222;2
Nordeste;PB;25;2022-06-08;23;4018127;606816;321;10222;0
Nordeste;PB;25;2022-06-09;23;4018127;607090;274;10222;0
Nordeste;PB;25;2022-06-10;23;4018127;607515;425;10224;2
Nordeste;PB;25;2022-06-11;23;4018127;607839;324;10225;1
Nordeste;PB;25;2022-06-12;24;4018127;607839;0;10225;0
Nordeste;PB;25;2022-06-13;24;4018127;608269;430;10225;0
Nordeste;PB;25;2022-06-14;24;4018127;608313;44;10226;1
Nordeste;PB;25;2022-06-15;24;4018127;608956;643;10226;0
Nordeste;PB;25;2022-06-16;24;4018127;609656;700;10226;0
Nordeste;PB;25;2022-06-17;24;4018127;610287;631;10226;0
Nordeste;PB;25;2022-06-18;24;4018127;610287;0;10226;0
Nordeste;PB;25;2022-06-19;25;4018127;611277;990;10232;6
Nordeste;PB;25;2022-06-20;25;4018127;611428;151;10236;4
Nordeste;PB;25;2022-06-21;25;4018127;611530;102;10239;3
Nordeste;PB;25;2022-06-22;25;4018127;611530;0;10239;0
Nordeste;PB;25;2022-06-23;25;4018127;613819;2289;10241;2
Nordeste;PB;25;2022-06-24;25;4018127;614623;804;10242;1
Nordeste;PB;25;2022-06-25;25;4018127;615189;566;10244;2
Nordeste;PB;25;2022-06-26;26;4018127;615414;225;10245;1
Nordeste;PB;25;2022-06-27;26;4018127;615516;102;10247;2
Nordeste;PB;25;2022-06-28;26;4018127;615764;248;10247;0
Nordeste;PB;25;2022-06-29;26;4018127;617197;1433;10252;5
Nordeste;PB;25;2022-06-30;26;4018127;618602;1405;10254;2
Nordeste;PB;25;2022-07-01;26;4018127;620577;1975;10256;2
Nordeste;PB;25;2022-07-02;26;4018127;621341;764;10262;6
Nordeste;PB;25;2022-07-03;27;4018127;622828;1487;10266;4
Nordeste;PB;25;2022-07-04;27;4018127;623172;344;10268;2
Nordeste;PB;25;2022-07-05;27;4018127;623393;221;10269;1
Nordeste;PB;25;2022-07-06;27;4018127;625153;1760;10274;5
Nordeste;PB;25;2022-07-07;27;4018127;626759;1606;10279;5
Nordeste;PB;25;2022-07-08;27;4018127;628162;1403;10280;1
Nordeste;PB;25;2022-07-09;27;4018127;629303;1141;10283;3
Nordeste;PB;25;2022-07-10;28;4018127;630391;1088;10284;1
Nordeste;PB;25;2022-07-11;28;4018127;630695;304;10288;4
Nordeste;PB;25;2022-07-12;28;4018127;630790;95;10295;7
Nordeste;PB;25;2022-07-13;28;4018127;633330;2540;10297;2
Nordeste;PB;25;2022-07-14;28;4018127;633720;390;10301;4
Nordeste;PB;25;2022-07-15;28;4018127;634968;1248;10307;6
Nordeste;PB;25;2022-07-16;28;4018127;636199;1231;10308;1
Nordeste;PB;25;2022-07-17;29;4018127;637096;897;10309;1
Nordeste;PB;25;2022-07-18;29;4018127;637277;181;10317;8
Nordeste;PB;25;2022-07-19;29;4018127;637372;95;10319;2
Nordeste;PB;25;2022-07-20;29;4018127;638525;1153;10325;6
Nordeste;PB;25;2022-07-21;29;4018127;639682;1157;10329;4
Nordeste;PB;25;2022-07-22;29;4018127;640596;914;10333;4
Nordeste;PB;25;2022-07-23;29;4018127;641440;844;10335;2
Nordeste;PB;25;2022-07-24;30;4018127;642266;826;10339;4
Nordeste;PB;25;2022-07-25;30;4018127;642408;142;10342;3
Nordeste;PB;25;2022-07-26;30;4018127;642454;46;10345;3
Nordeste;PB;25;2022-07-27;30;4018127;643329;875;10349;4
Nordeste;PB;25;2022-07-28;30;4018127;644168;839;10349;0
Nordeste;PB;25;2022-07-29;30;4018127;644904;736;10352;3
Nordeste;PB;25;2022-07-30;30;4018127;645683;779;10352;0
Nordeste;PB;25;2022-07-31;31;4018127;646141;458;10353;1
Nordeste;PB;25;2022-08-01;31;4018127;646239;98;10355;2
Nordeste;PB;25;2022-08-02;31;4018127;646265;26;10358;3
Nordeste;PB;25;2022-08-03;31;4018127;646689;424;10360;2
Nordeste;PB;25;2022-08-04;31;4018127;647001;312;10365;5
Nordeste;PB;25;2022-08-05;31;4018127;647401;400;10368;3
Nordeste;PB;25;2022-08-06;31;4018127;647658;257;10370;2
Nordeste;PB;25;2022-08-07;32;4018127;647699;41;10371;1
Nordeste;PB;25;2022-08-08;32;4018127;647710;11;10374;3
Nordeste;PB;25;2022-08-09;32;4018127;647728;18;10376;2
Nordeste;PB;25;2022-08-10;32;4018127;647973;245;10378;2
Nordeste;PB;25;2022-08-11;32;4018127;648170;197;10378;0
Nordeste;PB;25;2022-08-12;32;4018127;648349;179;10379;1
Nordeste;PB;25;2022-08-13;32;4018127;648524;175;10379;0
Nordeste;PB;25;2022-08-14;33;4018127;648727;203;10380;1
Nordeste;PB;25;2022-08-15;33;4018127;648737;10;10380;0
Nordeste;PB;25;2022-08-16;33;4018127;648747;10;10381;1
Nordeste;PB;25;2022-08-17;33;4018127;649048;301;10384;3
Nordeste;PB;25;2022-08-18;33;4018127;649310;262;10386;2
Nordeste;PB;25;2022-08-19;33;4018127;649543;233;10388;2
Nordeste;PB;25;2022-08-20;33;4018127;649688;145;10388;0
Nordeste;PB;25;2022-08-21;34;4018127;649851;163;10388;0
Nordeste;PB;25;2022-08-22;34;4018127;649869;18;10390;2
Nordeste;PB;25;2022-08-23;34;4018127;649885;16;10392;2
Nordeste;PB;25;2022-08-24;34;4018127;650138;253;10392;0
Nordeste;PB;25;2022-08-25;34;4018127;650362;224;10395;3
Nordeste;PB;25;2022-08-26;34;4018127;650526;164;10396;1
Nordeste;PB;25;2022-08-27;34;4018127;650678;152;10396;0
Nordeste;PB;25;2022-08-28;35;4018127;650815;137;10396;0
Nordeste;PB;25;2022-08-29;35;4018127;650851;36;10398;2
Nordeste;PB;25;2022-08-30;35;4018127;650859;8;10398;0
Nordeste;PB;25;2022-08-31;35;4018127;651035;176;10398;0
Nordeste;PB;25;2022-09-01;35;4018127;651164;129;10398;0
Nordeste;PB;25;2022-09-02;35;4018127;651270;106;10399;1
Nordeste;PB;25;2022-09-03;35;4018127;651447;177;10399;0
Nordeste;PB;25;2022-09-04;36;4018127;651543;96;10399;0
Nordeste;PB;25;2022-09-05;36;4018127;651566;23;10399;0
Nordeste;PB;25;2022-09-06;36;4018127;651566;0;10399;0
Nordeste;PB;25;2022-09-07;36;4018127;651689;123;10399;0
Nordeste;PB;25;2022-09-08;36;4018127;651814;125;10400;1
Nordeste;PB;25;2022-09-09;36;4018127;651816;2;10400;0
Nordeste;PB;25;2022-09-10;36;4018127;651906;90;10400;0
Nordeste;PB;25;2022-09-11;37;4018127;651953;47;10400;0
Nordeste;PB;25;2022-09-12;37;4018127;651955;2;10400;0
Nordeste;PB;25;2022-09-13;37;4018127;652072;117;10400;0
Nordeste;PB;25;2022-09-14;37;4018127;652113;41;10401;1
Nordeste;PB;25;2022-09-15;37;4018127;652182;69;10402;1
Nordeste;PB;25;2022-09-16;37;4018127;652285;103;10402;0
Nordeste;PB;25;2022-09-17;37;4018127;652372;87;10402;0
Nordeste;PB;25;2022-09-18;38;4018127;652372;0;10402;0
Nordeste;PB;25;2022-09-19;38;4018127;652515;143;10403;1
Nordeste;PB;25;2022-09-20;38;4018127;652521;6;10403;0
Nordeste;PB;25;2022-09-21;38;4018127;652637;116;10403;0
Nordeste;PB;25;2022-09-22;38;4018127;652740;103;10403;0
Nordeste;PB;25;2022-09-23;38;4018127;652760;20;10403;0
Nordeste;PB;25;2022-09-24;38;4018127;652783;23;10403;0
Nordeste;PB;25;2022-09-25;39;4018127;652783;0;10403;0
Nordeste;PB;25;2022-09-26;39;4018127;652835;52;10403;0
Nordeste;PB;25;2022-09-27;39;4018127;652839;4;10403;0
Nordeste;PB;25;2022-09-28;39;4018127;652938;99;10403;0
Nordeste;PB;25;2022-09-29;39;4018127;652999;61;10403;0
Nordeste;PB;25;2022-09-30;39;4018127;653066;67;10403;0
Nordeste;PB;25;2022-10-01;39;4018127;653083;17;10403;0
Nordeste;PB;25;2022-10-02;40;4018127;653083;0;10403;0
Nordeste;PB;25;2022-10-03;40;4018127;653114;31;10403;0
Nordeste;PB;25;2022-10-04;40;4018127;653115;1;10403;0
Nordeste;PB;25;2022-10-05;40;4018127;653149;34;10403;0
Nordeste;PB;25;2022-10-06;40;4018127;653221;72;10403;0
Nordeste;PB;25;2022-10-07;40;4018127;653254;33;10403;0
Nordeste;PB;25;2022-10-08;40;4018127;653269;15;10403;0
Nordeste;PB;25;2022-10-09;41;4018127;653269;0;10403;0
Nordeste;PB;25;2022-10-10;41;4018127;653453;184;10403;0
Nordeste;PB;25;2022-10-11;41;4018127;653458;5;10404;1
Nordeste;PB;25;2022-10-12;41;4018127;653583;125;10404;0
Nordeste;PB;25;2022-10-13;41;4018127;653706;123;10404;0
Nordeste;PB;25;2022-10-14;41;4018127;653707;1;10404;0
Nordeste;PB;25;2022-10-15;41;4018127;653806;99;10404;0
Nordeste;PB;25;2022-10-16;42;4018127;653806;0;10404;0
Nordeste;PB;25;2022-10-17;42;4018127;653843;37;10404;0
Nordeste;PB;25;2022-10-18;42;4018127;653851;8;10404;0
Nordeste;PB;25;2022-10-19;42;4018127;653937;86;10406;2
Nordeste;PB;25;2022-10-20;42;4018127;653999;62;10406;0
Nordeste;PB;25;2022-10-21;42;4018127;654059;60;10406;0
Nordeste;PB;25;2022-10-22;42;4018127;654107;48;10406;0
Nordeste;PB;25;2022-10-23;43;4018127;654107;0;10406;0
Nordeste;PB;25;2022-10-24;43;4018127;654146;39;10406;0
Nordeste;PB;25;2022-10-25;43;4018127;654149;3;10406;0
Nordeste;PB;25;2022-10-26;43;4018127;654188;39;10406;0
Nordeste;PB;25;2022-10-27;43;4018127;654227;39;10406;0
Nordeste;PB;25;2022-10-28;43;4018127;654339;112;10406;0
Nordeste;PB;25;2022-10-29;43;4018127;654353;14;10406;0
Nordeste;PB;25;2022-10-30;44;4018127;654353;0;10406;0
Nordeste;PB;25;2022-10-31;44;4018127;654370;17;10406;0
Nordeste;PB;25;2022-11-01;44;4018127;654376;6;10406;0
Nordeste;PB;25;2022-11-02;44;4018127;654467;91;10406;0
Nordeste;PB;25;2022-11-03;44;4018127;654521;54;10406;0
Nordeste;PB;25;2022-11-04;44;4018127;654535;14;10406;0
Nordeste;PB;25;2022-11-05;44;4018127;654557;22;10406;0
Nordeste;PB;25;2022-11-06;45;4018127;654557;0;10406;0
Nordeste;PB;25;2022-11-07;45;4018127;654637;80;10406;0
Nordeste;PB;25;2022-11-08;45;4018127;654771;134;10406;0
Nordeste;PB;25;2022-11-09;45;4018127;654772;1;10407;1
Nordeste;PB;25;2022-11-10;45;4018127;654968;196;10407;0
Nordeste;PB;25;2022-11-11;45;4018127;655228;260;10407;0
Nordeste;PB;25;2022-11-12;45;4018127;655880;652;10406;-1
Nordeste;PB;25;2022-11-13;46;4018127;655880;0;10406;0
Nordeste;PB;25;2022-11-14;46;4018127;656896;1016;10409;3
Nordeste;PB;25;2022-11-15;46;4018127;657099;203;10409;0
Nordeste;PB;25;2022-11-16;46;4018127;657341;242;10412;3
