data,regiao,estado,obitos_novos,obitos_acumulado,casos_novos,casos_acumulado
2020-07-18,Norte,AM,11,3129,1712,90534
2020-07-19,Norte,AM,20,3149,379,90913
2020-07-20,Norte,AM,-3,3146,476,91389
2020-07-21,Norte,AM,23,3169,775,92164
2020-07-22,Norte,AM,14,3183,557,92721
2020-07-23,Norte,AM,10,3193,1498,94219
2020-07-24,Norte,AM,6,3199,1205,95424
2020-07-25,Norte,AM,11,3210,670,96094
2020-07-26,Norte,AM,7,3217,369,96463
2020-07-27,Norte,AM,7,3224,616,97079
2020-07-28,Norte,AM,12,3236,1039,98118
2020-07-29,Norte,AM,10,3246,975,99093
2020-07-30,Norte,AM,6,3252,1047,100140
2020-07-31,Norte,AM,16,3268,800,100940
2020-08-01,Norte,AM,10,3278,837,101777
2020-08-02,Norte,AM,5,3283,347,102124
2020-08-03,Norte,AM,5,3288,262,102386
2020-08-04,Norte,AM,11,3299,883,103269
2020-08-05,Norte,AM,18,3317,981,104250
2020-08-06,Norte,AM,18,3335,804,105054
2020-08-07,Norte,AM,10,3345,803,105857
2020-08-08,Norte,AM,19,3364,571,106428
2020-08-09,Norte,AM,-5,3359,522,106950
2020-08-10,Norte,AM,25,3384,247,107197
2020-08-11,Norte,AM,21,3405,908,108105
2020-08-12,Norte,AM,12,3417,815,108920
2020-08-13,Norte,AM,18,3435,882,109802
2020-08-14,Norte,AM,20,3455,975,110777
2020-08-15,Norte,AM,8,3463,464,111241
2020-08-16,Norte,AM,20,3483,671,111912
2020-08-17,Norte,AM,22,3505,351,112263
2020-08-18,Norte,AM,19,3524,618,112881
2020-08-19,Norte,AM,13,3537,711,113592
2020-08-20,Norte,AM,14,3551,743,114335
2020-08-21,Norte,AM,5,3556,457,114792
2020-08-22,Norte,AM,1,3557,577,115369
2020-08-23,Norte,AM,6,3563,246,115615
2020-08-24,Norte,AM,15,3578,177,115792
2020-08-25,Norte,AM,10,3588,787,116579
2020-08-26,Norte,AM,12,3600,833,117412
2020-08-27,Norte,AM,16,3616,671,118083
2020-08-28,Norte,AM,13,3629,761,118844
2020-08-29,Norte,AM,5,3634,1015,119859
2020-08-30,Norte,AM,5,3639,201,120060
2020-08-31,Norte,AM,10,3649,236,120296
2020-09-01,Norte,AM,12,3661,623,120919
2020-09-02,Norte,AM,137,3798,874,121793
2020-09-03,Norte,AM,30,3828,727,122520
2020-09-04,Norte,AM,6,3834,667,123187
2020-09-05,Norte,AM,7,3841,539,123726
2020-09-06,Norte,AM,6,3847,85,123811
2020-09-07,Norte,AM,2,3849,94,123905
2020-09-08,Norte,AM,6,3855,318,124223
2020-09-09,Norte,AM,7,3862,736,124959
2020-09-10,Norte,AM,12,3874,701,125660
2020-09-11,Norte,AM,9,3883,763,126423
2020-09-12,Norte,AM,5,3888,516,126939
2020-09-13,Norte,AM,4,3892,193,127132
2020-09-14,Norte,AM,6,3898,275,127407
2020-09-15,Norte,AM,9,3907,743,128150
2020-09-16,Norte,AM,13,3920,701,128851
2020-09-17,Norte,AM,11,3931,650,129501
2020-09-18,Norte,AM,19,3950,858,130359
2020-09-19,Norte,AM,6,3956,1214,131573
2020-09-20,Norte,AM,3,3959,184,131757
2020-09-21,Norte,AM,5,3964,163,131920
2020-09-22,Norte,AM,3,3967,767,132687
2020-09-23,Norte,AM,17,3984,726,133413
2020-09-24,Norte,AM,8,3992,876,134289
2020-09-25,Norte,AM,8,4000,916,135205
2020-09-26,Norte,AM,22,4022,964,136169
2020-09-27,Norte,AM,5,4027,247,136416
2020-09-28,Norte,AM,4,4031,292,136708
2020-09-29,Norte,AM,4,4035,1256,137964
2020-09-30,Norte,AM,121,4156,1362,139326
2020-10-01,Norte,AM,3,4159,914,140240
2020-10-02,Norte,AM,3,4162,959,141199
2020-10-03,Norte,AM,7,4169,938,142137
2020-10-04,Norte,AM,7,4176,245,142382
2020-10-05,Norte,AM,9,4185,191,142573
2020-10-06,Norte,AM,8,4193,998,143571
2020-10-07,Norte,AM,9,4202,921,144492
2020-10-08,Norte,AM,13,4215,875,145367
2020-10-09,Norte,AM,7,4222,866,146233
2020-10-10,Norte,AM,13,4235,805,147038
2020-10-11,Norte,AM,4,4239,419,147457
2020-10-12,Norte,AM,8,4247,8,147465
2020-10-13,Norte,AM,7,4254,399,147864
2020-10-14,Norte,AM,14,4268,654,148518
2020-10-15,Norte,AM,21,4289,848,149366
2020-10-16,Norte,AM,16,4305,418,149784
2020-10-17,Norte,AM,20,4325,1402,151186
2020-10-18,Norte,AM,7,4332,411,151597
2020-10-19,Norte,AM,18,4350,261,151858
2020-10-20,Norte,AM,13,4363,938,152796
2020-10-21,Norte,AM,9,4372,1669,154465
2020-10-22,Norte,AM,24,4396,765,155230
2020-10-23,Norte,AM,30,4426,966,156196
2020-10-24,Norte,AM,7,4433,779,156975
2020-10-25,Norte,AM,13,4446,349,157324
2020-10-26,Norte,AM,14,4460,344,157668
2020-10-27,Norte,AM,18,4478,1050,158718
2020-10-28,Norte,AM,13,4491,865,159583
2020-10-29,Norte,AM,25,4516,1013,160596
2020-10-30,Norte,AM,12,4528,838,161434
2020-10-31,Norte,AM,15,4543,249,161683
2020-11-01,Norte,AM,12,4555,291,161974
2020-11-02,Norte,AM,10,4565,165,162139
2020-11-03,Norte,AM,8,4573,421,162560
2020-11-04,Norte,AM,15,4588,839,163399
2020-11-05,Norte,AM,19,4607,671,164070
2020-11-06,Norte,AM,0,4607,0,164070
2020-11-07,Norte,AM,15,4622,1324,165394
2020-11-08,Norte,AM,3,4625,270,165664
2020-11-09,Norte,AM,19,4644,305,165969
2020-11-10,Norte,AM,6,4650,802,166771
2020-11-11,Norte,AM,5,4655,715,167486
2020-11-12,Norte,AM,0,4655,0,167486
2020-11-13,Norte,AM,28,4683,1110,168596
2020-11-14,Norte,AM,10,4693,569,169165
2020-11-15,Norte,AM,4,4697,168,169333
2020-11-16,Norte,AM,3,4700,219,169552
2020-11-17,Norte,AM,23,4723,906,170458
2020-11-18,Norte,AM,5,4728,703,171161
2020-11-19,Norte,AM,13,4741,957,172118
2020-11-20,Norte,AM,20,4761,740,172858
2020-11-21,Norte,AM,10,4771,488,173346
2020-11-22,Norte,AM,8,4779,131,173477
2020-11-23,Norte,AM,18,4797,303,173780
2020-11-24,Norte,AM,21,4818,799,174579
2020-11-25,Norte,AM,8,4826,719,175298
2020-11-26,Norte,AM,30,4856,916,176214
2020-11-27,Norte,AM,13,4869,928,177142
2020-11-28,Norte,AM,7,4876,658,177800
2020-11-29,Norte,AM,9,4885,191,177991
2020-11-30,Norte,AM,9,4894,209,178200
2020-12-01,Norte,AM,2,4896,1065,179265
2020-12-02,Norte,AM,16,4912,698,179963
2020-12-03,Norte,AM,20,4932,879,180842
2020-12-04,Norte,AM,4,4936,789,181631
2020-12-05,Norte,AM,10,4946,706,182337
2020-12-06,Norte,AM,5,4951,331,182668
2020-12-07,Norte,AM,13,4964,207,182875
2020-12-08,Norte,AM,5,4969,955,183830
2020-12-09,Norte,AM,4,4973,438,184268
2020-12-10,Norte,AM,5,4978,821,185089
2020-12-11,Norte,AM,9,4987,843,185932
2020-12-12,Norte,AM,11,4998,342,186274
2020-12-13,Norte,AM,3,5001,554,186828
2020-12-14,Norte,AM,10,5011,451,187279
2020-12-15,Norte,AM,15,5026,651,187930
2020-12-16,Norte,AM,10,5036,988,188918
2020-12-17,Norte,AM,13,5049,894,189812
2020-12-18,Norte,AM,13,5062,1156,190968
2020-12-19,Norte,AM,14,5076,706,191674
2020-12-20,Norte,AM,9,5085,302,191976
2020-12-21,Norte,AM,9,5094,351,192327
2020-12-22,Norte,AM,17,5111,1217,193544
2020-12-23,Norte,AM,22,5133,862,194406
2020-12-24,Norte,AM,18,5151,999,195405
2020-12-25,Norte,AM,10,5161,401,195806
2020-12-26,Norte,AM,12,5173,201,196007
2020-12-27,Norte,AM,17,5190,429,196436
2020-12-28,Norte,AM,16,5206,318,196754
2020-12-29,Norte,AM,26,5232,1447,198201
2020-12-30,Norte,AM,26,5258,1369,199570
2020-12-31,Norte,AM,27,5285,1443,201013
2021-01-01,Norte,AM,10,5295,561,201574
2021-01-02,Norte,AM,30,5325,293,201867
2021-01-03,Norte,AM,20,5345,546,202413
2021-01-04,Norte,AM,23,5368,559,202972
2021-01-05,Norte,AM,46,5414,1928,204900
2021-01-06,Norte,AM,86,5500,2192,207092
2021-01-07,Norte,AM,46,5546,1706,208798
2021-01-08,Norte,AM,0,5546,0,208798
2021-01-09,Norte,AM,123,5669,4198,212996
2021-01-10,Norte,AM,32,5701,965,213961
2021-01-11,Norte,AM,55,5756,2151,216112
2021-01-12,Norte,AM,54,5810,1958,218070
2021-01-13,Norte,AM,69,5879,1474,219544
2021-01-14,Norte,AM,51,5930,3816,223360
2021-01-15,Norte,AM,113,6043,3151,226511
2021-01-16,Norte,AM,80,6123,2856,229367
2021-01-17,Norte,AM,68,6191,1277,230644
2021-01-18,Norte,AM,117,6308,1790,232434
2021-01-19,Norte,AM,142,6450,1537,233971
2021-01-20,Norte,AM,148,6598,5009,238980
2021-01-21,Norte,AM,159,6757,2202,241182
2021-01-22,Norte,AM,132,6889,3975,245157
2021-01-23,Norte,AM,162,7051,3404,248561
2021-01-24,Norte,AM,95,7146,1152,249713
2021-01-25,Norte,AM,86,7232,1222,250935
2021-01-26,Norte,AM,192,7424,3525,254460
2021-01-27,Norte,AM,136,7560,3146,257606
2021-01-28,Norte,AM,113,7673,1852,259458
2021-01-29,Norte,AM,120,7793,2116,261574
2021-01-30,Norte,AM,225,8018,4420,265994
2021-01-31,Norte,AM,99,8117,1400,267394
2021-02-01,Norte,AM,149,8266,1323,268717
2021-02-02,Norte,AM,148,8414,2460,271177
2021-02-03,Norte,AM,150,8564,2685,273862
2021-02-04,Norte,AM,152,8716,2689,276551
2021-02-05,Norte,AM,99,8815,2238,278789
2021-02-06,Norte,AM,119,8934,2965,281754
2021-02-07,Norte,AM,69,9003,985,282739
2021-02-08,Norte,AM,113,9116,919,283658
2021-02-09,Norte,AM,169,9285,1442,285100
2021-02-10,Norte,AM,167,9452,2744,287844
2021-02-11,Norte,AM,167,9619,2205,290049
2021-02-12,Norte,AM,134,9753,2445,292494
2021-02-13,Norte,AM,66,9819,1828,294322
2021-02-14,Norte,AM,53,9872,632,294954
2021-02-15,Norte,AM,120,9992,925,295879
2021-02-16,Norte,AM,108,10100,1808,297687
2021-02-17,Norte,AM,81,10181,1808,299495
2021-02-18,Norte,AM,105,10286,2141,301636
2021-02-19,Norte,AM,73,10359,1950,303586
2021-02-20,Norte,AM,50,10409,1664,305250
2021-02-21,Norte,AM,53,10462,753,306003
2021-02-22,Norte,AM,60,10522,1161,307164
2021-02-23,Norte,AM,51,10573,2147,309311
2021-02-24,Norte,AM,69,10642,1608,310919
2021-02-25,Norte,AM,86,10728,1420,312339
2021-02-26,Norte,AM,56,10784,1572,313911
2021-02-27,Norte,AM,47,10831,1688,315599
2021-02-28,Norte,AM,29,10860,367,315966
2021-03-01,Norte,AM,78,10938,702,316668
2021-03-02,Norte,AM,74,11012,1576,318244
2021-03-03,Norte,AM,75,11087,704,318948
2021-03-04,Norte,AM,85,11172,924,319872
2021-03-05,Norte,AM,57,11229,2355,322227
2021-03-06,Norte,AM,11,11240,1383,323610
2021-03-07,Norte,AM,22,11262,493,324103
2021-03-08,Norte,AM,26,11288,461,324564
2021-03-09,Norte,AM,53,11341,1610,326174
2021-03-10,Norte,AM,47,11388,1349,327523
2021-03-11,Norte,AM,43,11431,1240,328763
2021-03-12,Norte,AM,51,11482,1247,330010
2021-03-13,Norte,AM,34,11516,1162,331172
2021-03-14,Norte,AM,23,11539,596,331768
2021-03-15,Norte,AM,34,11573,541,332309
2021-03-16,Norte,AM,50,11623,1299,333608
2021-03-17,Norte,AM,49,11672,824,334432
2021-03-18,Norte,AM,36,11708,962,335394
2021-03-19,Norte,AM,35,11743,1957,337351
2021-03-20,Norte,AM,32,11775,1025,338376
2021-03-21,Norte,AM,16,11791,367,338743
2021-03-22,Norte,AM,27,11818,767,339510
2021-03-23,Norte,AM,18,11836,1275,340785
2021-03-24,Norte,AM,24,11860,1183,341968
2021-03-25,Norte,AM,33,11893,1165,343133
2021-03-26,Norte,AM,24,11917,1091,344224
2021-03-27,Norte,AM,22,11939,1112,345336
2021-03-28,Norte,AM,13,11952,474,345810
2021-03-29,Norte,AM,22,11974,510,346320
2021-03-30,Norte,AM,23,11997,1490,347810
2021-03-31,Norte,AM,18,12015,1313,349123
2021-04-01,Norte,AM,16,12031,1165,350288
2021-04-02,Norte,AM,17,12048,830,351118
2021-04-03,Norte,AM,13,12061,746,351864
2021-04-04,Norte,AM,11,12072,448,352312
2021-04-05,Norte,AM,35,12107,664,352976
2021-04-06,Norte,AM,29,12136,953,353929
2021-04-07,Norte,AM,41,12177,1098,355027
2021-04-08,Norte,AM,25,12202,960,355987
2021-04-09,Norte,AM,24,12226,1172,357159
2021-04-10,Norte,AM,19,12245,737,357896
2021-04-11,Norte,AM,12,12257,535,358431
2021-04-12,Norte,AM,14,12271,489,358920
2021-04-13,Norte,AM,23,12294,995,359915
2021-04-14,Norte,AM,25,12319,820,360735
2021-04-15,Norte,AM,18,12337,893,361628
2021-04-16,Norte,AM,15,12352,773,362401
2021-04-17,Norte,AM,10,12362,701,363102
2021-04-18,Norte,AM,9,12371,484,363586
2021-04-19,Norte,AM,25,12396,442,364028
2021-04-20,Norte,AM,35,12431,734,364762
2021-04-21,Norte,AM,23,12454,671,365433
2021-04-22,Norte,AM,20,12474,536,365969
2021-04-23,Norte,AM,20,12494,829,366798
2021-04-24,Norte,AM,12,12506,544,367342
2021-04-25,Norte,AM,11,12517,371,367713
2021-04-26,Norte,AM,11,12528,426,368139
2021-04-27,Norte,AM,34,12562,715,368854
2021-04-28,Norte,AM,25,12587,634,369488
2021-04-29,Norte,AM,28,12615,696,370184
2021-04-30,Norte,AM,12,12627,592,370776
2021-05-01,Norte,AM,9,12636,530,371306
2021-05-02,Norte,AM,5,12641,412,371718
2021-05-03,Norte,AM,17,12658,410,372128
2021-05-04,Norte,AM,20,12678,675,372803
2021-05-05,Norte,AM,13,12691,599,373402
2021-05-06,Norte,AM,16,12707,545,373947
2021-05-07,Norte,AM,9,12716,630,374577
2021-05-08,Norte,AM,8,12724,495,375072
2021-05-09,Norte,AM,4,12728,211,375283
2021-05-10,Norte,AM,18,12746,320,375603
2021-05-11,Norte,AM,12,12758,695,376298
2021-05-12,Norte,AM,17,12775,595,376893
2021-05-13,Norte,AM,17,12792,666,377559
2021-05-14,Norte,AM,16,12808,579,378138
2021-05-15,Norte,AM,16,12824,507,378645
2021-05-16,Norte,AM,7,12831,210,378855
2021-05-17,Norte,AM,24,12855,312,379167
2021-05-18,Norte,AM,24,12879,663,379830
2021-05-19,Norte,AM,14,12893,586,380416
2021-05-20,Norte,AM,10,12903,620,381036
2021-05-21,Norte,AM,9,12912,599,381635
2021-05-22,Norte,AM,3,12915,515,382150
2021-05-23,Norte,AM,5,12920,337,382487
2021-05-24,Norte,AM,5,12925,358,382845
2021-05-25,Norte,AM,10,12935,535,383380
2021-05-26,Norte,AM,8,12943,600,383980
2021-05-27,Norte,AM,8,12951,654,384634
2021-05-28,Norte,AM,15,12966,363,384997
2021-05-29,Norte,AM,6,12972,831,385828
2021-05-30,Norte,AM,6,12978,246,386074
2021-05-31,Norte,AM,7,12985,344,386418
2021-06-01,Norte,AM,11,12996,620,387038
2021-06-02,Norte,AM,13,13009,671,387709
2021-06-03,Norte,AM,7,13016,585,388294
2021-06-04,Norte,AM,26,13042,456,388750
2021-06-05,Norte,AM,8,13050,450,389200
2021-06-06,Norte,AM,4,13054,350,389550
2021-06-07,Norte,AM,9,13063,286,389836
2021-06-08,Norte,AM,23,13086,550,390386
2021-06-09,Norte,AM,17,13103,677,391063
2021-06-10,Norte,AM,16,13119,795,391858
2021-06-11,Norte,AM,10,13129,716,392574
2021-06-12,Norte,AM,7,13136,604,393178
2021-06-13,Norte,AM,4,13140,314,393492
2021-06-14,Norte,AM,9,13149,383,393875
2021-06-15,Norte,AM,13,13162,726,394601
2021-06-16,Norte,AM,20,13182,503,395104
2021-06-17,Norte,AM,15,13197,620,395724
2021-06-18,Norte,AM,12,13209,684,396408
2021-06-19,Norte,AM,5,13214,499,396907
2021-06-20,Norte,AM,6,13220,225,397132
2021-06-21,Norte,AM,6,13226,393,397525
2021-06-22,Norte,AM,15,13241,720,398245
2021-06-23,Norte,AM,5,13246,511,398756
2021-06-24,Norte,AM,3,13249,645,399401
2021-06-25,Norte,AM,15,13264,661,400062
2021-06-26,Norte,AM,3,13267,471,400533
2021-06-27,Norte,AM,4,13271,248,400781
2021-06-28,Norte,AM,11,13282,414,401195
2021-06-29,Norte,AM,17,13299,552,401747
2021-06-30,Norte,AM,14,13313,342,402089
2021-07-01,Norte,AM,7,13320,665,402754
2021-07-02,Norte,AM,10,13330,575,403329
2021-07-03,Norte,AM,7,13337,492,403821
2021-07-04,Norte,AM,5,13342,224,404045
2021-07-05,Norte,AM,7,13349,302,404347
2021-07-06,Norte,AM,0,13349,719,405066
2021-07-07,Norte,AM,6,13355,543,405609
2021-07-08,Norte,AM,6,13361,701,406310
2021-07-09,Norte,AM,6,13367,718,407028
2021-07-10,Norte,AM,11,13378,492,407520
2021-07-11,Norte,AM,4,13382,267,407787
2021-07-12,Norte,AM,5,13387,250,408037
2021-07-13,Norte,AM,11,13398,578,408615
2021-07-14,Norte,AM,7,13405,552,409167
2021-07-15,Norte,AM,8,13413,616,409783
2021-07-16,Norte,AM,8,13421,584,410367
2021-07-17,Norte,AM,8,13429,515,410882
2021-07-18,Norte,AM,5,13434,230,411112
2021-07-19,Norte,AM,9,13443,273,411385
2021-07-20,Norte,AM,6,13449,509,411894
2021-07-21,Norte,AM,4,13453,651,412545
2021-07-22,Norte,AM,9,13462,601,413146
2021-07-23,Norte,AM,6,13468,412,413558
2021-07-24,Norte,AM,9,13477,295,413853
2021-07-25,Norte,AM,5,13482,260,414113
2021-07-26,Norte,AM,10,13492,231,414344
2021-07-27,Norte,AM,9,13501,445,414789
2021-07-28,Norte,AM,7,13508,489,415278
2021-07-29,Norte,AM,7,13515,568,415846
2021-07-30,Norte,AM,8,13523,529,416375
2021-07-31,Norte,AM,4,13527,337,416712
2021-08-01,Norte,AM,4,13531,176,416888
2021-08-02,Norte,AM,5,13536,231,417119
2021-08-03,Norte,AM,9,13545,390,417509
2021-08-04,Norte,AM,9,13554,587,418096
2021-08-05,Norte,AM,8,13562,343,418439
2021-08-06,Norte,AM,8,13570,455,418894
2021-08-07,Norte,AM,7,13577,400,419294
2021-08-08,Norte,AM,7,13584,156,419450
2021-08-09,Norte,AM,7,13591,294,419744
2021-08-10,Norte,AM,5,13596,430,420174
2021-08-11,Norte,AM,9,13605,350,420524
2021-08-12,Norte,AM,8,13613,378,420902
2021-08-13,Norte,AM,9,13622,354,421256
2021-08-14,Norte,AM,3,13625,178,421434
2021-08-15,Norte,AM,3,13628,119,421553
2021-08-16,Norte,AM,2,13630,177,421730
2021-08-17,Norte,AM,9,13639,269,421999
2021-08-18,Norte,AM,4,13643,273,422272
2021-08-19,Norte,AM,2,13645,245,422517
2021-08-20,Norte,AM,4,13649,178,422695
2021-08-21,Norte,AM,2,13651,173,422868
2021-08-22,Norte,AM,1,13652,190,423058
2021-08-23,Norte,AM,4,13656,88,423146
2021-08-24,Norte,AM,5,13661,162,423308
2021-08-25,Norte,AM,8,13669,216,423524
2021-08-26,Norte,AM,3,13672,177,423701
2021-08-27,Norte,AM,2,13674,131,423832
2021-08-28,Norte,AM,3,13677,126,423958
2021-08-29,Norte,AM,2,13679,63,424021
2021-08-30,Norte,AM,3,13682,109,424130
2021-08-31,Norte,AM,5,13687,151,424281
2021-09-01,Norte,AM,0,13687,147,424428
2021-09-02,Norte,AM,2,13689,134,424562
2021-09-03,Norte,AM,1,13690,175,424737
2021-09-04,Norte,AM,3,13693,96,424833
2021-09-05,Norte,AM,1,13694,84,424917
2021-09-06,Norte,AM,2,13696,79,424996
2021-09-07,Norte,AM,1,13697,67,425063
2021-09-08,Norte,AM,1,13698,62,425125
2021-09-09,Norte,AM,3,13701,214,425339
2021-09-10,Norte,AM,0,13701,88,425427
2021-09-11,Norte,AM,3,13704,79,425506
2021-09-12,Norte,AM,1,13705,60,425566
2021-09-13,Norte,AM,0,13705,59,425625
2021-09-14,Norte,AM,2,13707,76,425701
2021-09-15,Norte,AM,2,13709,80,425781
2021-09-16,Norte,AM,0,13709,63,425844
2021-09-17,Norte,AM,1,13710,63,425907
2021-09-18,Norte,AM,2,13712,53,425960
2021-09-19,Norte,AM,1,13713,34,425994
2021-09-20,Norte,AM,1,13714,30,426024
2021-09-21,Norte,AM,2,13716,48,426072
2021-09-22,Norte,AM,1,13717,53,426125
2021-09-23,Norte,AM,1,13718,50,426175
2021-09-24,Norte,AM,1,13719,55,426230
2021-09-25,Norte,AM,0,13719,56,426286
2021-09-26,Norte,AM,0,13719,32,426318
2021-09-27,Norte,AM,1,13720,21,426339
2021-09-28,Norte,AM,2,13722,49,426388
2021-09-29,Norte,AM,1,13723,47,426435
2021-09-30,Norte,AM,0,13723,41,426476
2021-10-01,Norte,AM,1,13724,51,426527
2021-10-02,Norte,AM,1,13725,27,426554
2021-10-03,Norte,AM,2,13727,24,426578
2021-10-04,Norte,AM,1,13728,25,426603
2021-10-05,Norte,AM,1,13729,55,426658
2021-10-06,Norte,AM,6,13735,59,426717
2021-10-07,Norte,AM,5,13740,55,426772
2021-10-08,Norte,AM,4,13744,45,426817
2021-10-09,Norte,AM,1,13745,65,426882
2021-10-10,Norte,AM,1,13746,37,426919
2021-10-11,Norte,AM,1,13747,27,426946
2021-10-12,Norte,AM,2,13749,28,426974
2021-10-13,Norte,AM,1,13750,34,427008
2021-10-14,Norte,AM,0,13750,50,427058
2021-10-15,Norte,AM,4,13754,45,427103
2021-10-16,Norte,AM,2,13756,44,427147
2021-10-17,Norte,AM,0,13756,17,427164
2021-10-18,Norte,AM,0,13756,24,427188
2021-10-19,Norte,AM,1,13757,49,427237
2021-10-20,Norte,AM,4,13761,67,427304
2021-10-21,Norte,AM,1,13762,64,427368
2021-10-22,Norte,AM,0,13762,45,427413
2021-10-23,Norte,AM,1,13763,50,427463
2021-10-24,Norte,AM,0,13763,28,427491
2021-10-25,Norte,AM,1,13764,32,427523
2021-10-26,Norte,AM,1,13765,54,427577
2021-10-27,Norte,AM,2,13767,36,427613
2021-10-28,Norte,AM,2,13769,59,427672
2021-10-29,Norte,AM,0,13769,45,427717
2021-10-30,Norte,AM,1,13770,51,427768
2021-10-31,Norte,AM,0,13770,20,427788
2021-11-01,Norte,AM,1,13771,18,427806
2021-11-02,Norte,AM,1,13772,39,427845
2021-11-03,Norte,AM,0,13772,22,427867
2021-11-04,Norte,AM,2,13774,73,427940
2021-11-05,Norte,AM,1,13775,99,428039
2021-11-06,Norte,AM,1,13776,70,428109
2021-11-07,Norte,AM,0,13776,46,428155
2021-11-08,Norte,AM,2,13778,113,428268
2021-11-09,Norte,AM,2,13780,77,428345
2021-11-10,Norte,AM,1,13781,81,428426
2021-11-11,Norte,AM,0,13781,60,428486
2021-11-12,Norte,AM,0,13781,52,428538
2021-11-13,Norte,AM,1,13782,77,428615
2021-11-14,Norte,AM,0,13782,57,428672
2021-11-15,Norte,AM,2,13784,13,428685
2021-11-16,Norte,AM,0,13784,26,428711
2021-11-17,Norte,AM,3,13787,104,428815
2021-11-18,Norte,AM,2,13789,97,428912
2021-11-19,Norte,AM,2,13791,69,428981
2021-11-20,Norte,AM,0,13791,103,429084
2021-11-21,Norte,AM,0,13791,37,429121
2021-11-22,Norte,AM,3,13794,42,429163
2021-11-23,Norte,AM,2,13796,81,429244
2021-11-24,Norte,AM,2,13798,91,429335
2021-11-25,Norte,AM,0,13798,136,429471
2021-11-26,Norte,AM,2,13800,140,429611
2021-11-27,Norte,AM,1,13801,132,429743
2021-11-28,Norte,AM,0,13801,35,429778
2021-11-29,Norte,AM,0,13801,43,429821
2021-11-30,Norte,AM,2,13803,123,429944
2021-12-01,Norte,AM,2,13805,129,430073
2021-12-02,Norte,AM,1,13806,119,430192
2021-12-03,Norte,AM,2,13808,158,430350
2021-12-04,Norte,AM,1,13809,134,430484
2021-12-05,Norte,AM,1,13810,35,430519
2021-12-06,Norte,AM,1,13811,83,430602
2021-12-07,Norte,AM,0,13811,188,430790
2021-12-08,Norte,AM,1,13812,202,430992
2021-12-09,Norte,AM,0,13812,94,431086
2021-12-10,Norte,AM,0,13812,177,431263
2021-12-11,Norte,AM,0,13812,140,431403
2021-12-12,Norte,AM,0,13812,125,431528
2021-12-13,Norte,AM,0,13812,64,431592
2021-12-14,Norte,AM,4,13816,228,431820
2021-12-15,Norte,AM,1,13817,183,432003
2021-12-16,Norte,AM,2,13819,177,432180
2021-12-17,Norte,AM,1,13820,321,432501
2021-12-18,Norte,AM,0,13820,87,432588
2021-12-19,Norte,AM,0,13820,67,432655
2021-12-20,Norte,AM,0,13820,57,432712
2021-12-21,Norte,AM,2,13822,123,432835
2021-12-22,Norte,AM,0,13822,160,432995
2021-12-23,Norte,AM,2,13824,146,433141
2021-12-24,Norte,AM,2,13826,67,433208
2021-12-25,Norte,AM,2,13828,28,433236
2021-12-26,Norte,AM,2,13830,27,433263
2021-12-27,Norte,AM,1,13831,72,433335
2021-12-28,Norte,AM,1,13832,119,433454
2021-12-29,Norte,AM,2,13834,134,433588
2021-12-30,Norte,AM,0,13834,121,433709
2021-12-31,Norte,AM,1,13835,104,433813
2022-01-01,Norte,AM,1,13836,37,433850
2022-01-02,Norte,AM,1,13837,32,433882
2022-01-03,Norte,AM,1,13838,88,433970
2022-01-04,Norte,AM,0,13838,172,434142
2022-01-05,Norte,AM,1,13839,178,434320
2022-01-06,Norte,AM,3,13842,275,434595
2022-01-07,Norte,AM,1,13843,363,434958
2022-01-08,Norte,AM,1,13844,426,435384
2022-01-09,Norte,AM,2,13846,365,435749
2022-01-10,Norte,AM,3,13849,229,435978
2022-01-11,Norte,AM,1,13850,1219,437197
2022-01-12,Norte,AM,1,13851,1659,438856
2022-01-13,Norte,AM,4,13855,2404,441260
2022-01-14,Norte,AM,1,13856,2782,444042
2022-01-15,Norte,AM,0,13856,2638,446680
2022-01-16,Norte,AM,1,13857,3079,449759
2022-01-17,Norte,AM,1,13858,2674,452433
2022-01-18,Norte,AM,2,13860,4975,457408
2022-01-19,Norte,AM,3,13863,7505,464913
2022-01-20,Norte,AM,6,13869,8319,473232
2022-01-21,Norte,AM,12,13881,8063,481295
2022-01-22,Norte,AM,0,13881,7467,488762
2022-01-23,Norte,AM,5,13886,3211,491973
2022-01-24,Norte,AM,6,13892,3555,495528
2022-01-25,Norte,AM,10,13902,7334,502862
2022-01-26,Norte,AM,6,13908,6266,509128
2022-01-27,Norte,AM,5,13913,6312,515440
2022-01-28,Norte,AM,9,13922,6011,521451
2022-01-29,Norte,AM,6,13928,4869,526320
2022-01-30,Norte,AM,8,13936,1948,528268
2022-01-31,Norte,AM,13,13949,1608,529876
2022-02-01,Norte,AM,13,13962,4716,534592
2022-02-02,Norte,AM,19,13981,2849,537441
2022-02-03,Norte,AM,10,13991,4227,541668
2022-02-04,Norte,AM,7,13998,3497,545165
2022-02-05,Norte,AM,8,14006,2356,547521
2022-02-06,Norte,AM,5,14011,817,548338
2022-02-07,Norte,AM,13,14024,738,549076
2022-02-08,Norte,AM,10,14034,2858,551934
2022-02-09,Norte,AM,11,14045,2649,554583
2022-02-10,Norte,AM,7,14052,2663,557246
2022-02-11,Norte,AM,7,14059,2408,559654
2022-02-12,Norte,AM,4,14063,2347,562001
2022-02-13,Norte,AM,1,14064,536,562537
