data,coduf,regiao,continente,casosNovos,casosAcumulado,obitosNovos,obitosAcumulado
2021-12-06,NZ,New Zealand,WPRO,95,12054,0,44
2021-12-07,NZ,New Zealand,WPRO,92,12146,0,44
2021-12-08,NZ,New Zealand,WPRO,105,12251,0,44
2021-12-09,NZ,New Zealand,WPRO,96,12347,2,46
2021-12-10,NZ,New Zealand,WPRO,64,12411,0,46
2021-12-11,NZ,New Zealand,WPRO,103,12514,0,46
2021-12-12,NZ,New Zealand,WPRO,102,12616,1,47
2021-12-13,NZ,New Zealand,WPRO,81,12697,0,47
2021-12-14,NZ,New Zealand,WPRO,76,12773,0,47
2021-12-15,NZ,New Zealand,WPRO,95,12868,1,48
2021-12-16,NZ,New Zealand,WPRO,79,12947,1,49
2021-12-17,NZ,New Zealand,WPRO,45,12992,0,49
2021-12-18,NZ,New Zealand,WPRO,62,13054,0,49
2021-12-19,NZ,New Zealand,WPRO,74,13128,0,49
2021-12-20,NZ,New Zealand,WPRO,31,13159,0,49
2021-12-21,NZ,New Zealand,WPRO,59,13218,0,49
2021-12-22,NZ,New Zealand,WPRO,59,13277,0,49
2021-12-23,NZ,New Zealand,WPRO,72,13349,0,49
2021-12-24,NZ,New Zealand,WPRO,66,13415,1,50
2021-12-25,NZ,New Zealand,WPRO,70,13485,0,50
2021-12-26,NZ,New Zealand,WPRO,44,13529,0,50
2021-12-27,NZ,New Zealand,WPRO,33,13562,0,50
2021-12-28,NZ,New Zealand,WPRO,54,13616,0,50
2021-12-29,NZ,New Zealand,WPRO,70,13686,1,51
2021-12-30,NZ,New Zealand,WPRO,60,13746,0,51
2021-12-31,NZ,New Zealand,WPRO,0,13746,0,51
2022-01-01,NZ,New Zealand,WPRO,137,13883,0,51
2022-01-02,NZ,New Zealand,WPRO,49,13932,0,51
2022-01-03,NZ,New Zealand,WPRO,58,13990,0,51
2022-01-04,NZ,New Zealand,WPRO,40,14030,0,51
2022-01-05,NZ,New Zealand,WPRO,61,14091,0,51
2022-01-06,NZ,New Zealand,WPRO,59,14150,0,51
2022-01-07,NZ,New Zealand,WPRO,71,14221,0,51
2022-01-08,NZ,New Zealand,WPRO,77,14298,0,51
2022-01-09,NZ,New Zealand,WPRO,60,14358,0,51
2022-01-10,NZ,New Zealand,WPRO,22,14380,0,51
2022-01-11,NZ,New Zealand,WPRO,91,14471,1,52
2022-01-12,NZ,New Zealand,WPRO,40,14511,0,52
2022-01-13,NZ,New Zealand,WPRO,61,14572,0,52
2022-01-14,NZ,New Zealand,WPRO,54,14626,0,52
2022-01-15,NZ,New Zealand,WPRO,68,14694,0,52
2022-01-16,NZ,New Zealand,WPRO,56,14750,0,52
2022-01-17,NZ,New Zealand,WPRO,44,14794,0,52
2022-01-18,NZ,New Zealand,WPRO,80,14874,0,52
2022-01-19,NZ,New Zealand,WPRO,85,14959,0,52
2022-01-20,NZ,New Zealand,WPRO,67,15026,0,52
2022-01-21,NZ,New Zealand,WPRO,78,15104,0,52
2022-01-22,NZ,New Zealand,WPRO,71,15175,0,52
2022-01-23,NZ,New Zealand,WPRO,75,15250,0,52
2022-01-24,NZ,New Zealand,WPRO,60,15310,0,52
2022-01-25,NZ,New Zealand,WPRO,60,15370,0,52
2022-01-26,NZ,New Zealand,WPRO,95,15465,0,52
2022-01-27,NZ,New Zealand,WPRO,150,15615,0,52
2022-01-28,NZ,New Zealand,WPRO,155,15770,0,52
2022-01-29,NZ,New Zealand,WPRO,139,15909,0,52
2022-01-30,NZ,New Zealand,WPRO,131,16040,0,52
2022-01-31,NZ,New Zealand,WPRO,206,16246,1,53
2022-02-01,NZ,New Zealand,WPRO,193,16439,0,53
2022-02-02,NZ,New Zealand,WPRO,189,16628,0,53
2022-02-03,NZ,New Zealand,WPRO,273,16901,0,53
2022-02-04,NZ,New Zealand,WPRO,269,17170,0,53
2022-02-05,NZ,New Zealand,WPRO,227,17397,0,53
2022-02-06,NZ,New Zealand,WPRO,214,17611,0,53
2022-02-07,NZ,New Zealand,WPRO,265,17876,0,53
2022-02-08,NZ,New Zealand,WPRO,248,18124,0,53
2022-02-09,NZ,New Zealand,WPRO,334,18458,0,53
2022-02-10,NZ,New Zealand,WPRO,476,18934,0,53
2022-02-11,NZ,New Zealand,WPRO,466,19400,0,53
2022-02-12,NZ,New Zealand,WPRO,789,20189,0,53
2022-02-13,NZ,New Zealand,WPRO,997,21186,0,53
2022-02-14,NZ,New Zealand,WPRO,738,21924,0,53
2022-02-15,NZ,New Zealand,WPRO,1148,23072,0,53
2022-02-16,NZ,New Zealand,WPRO,1525,24597,0,53
2022-02-17,NZ,New Zealand,WPRO,1947,26544,0,53
2022-02-18,NZ,New Zealand,WPRO,1611,28155,0,53
2022-02-19,NZ,New Zealand,WPRO,2395,30550,0,53
2022-02-20,NZ,New Zealand,WPRO,2360,32910,0,53
2022-02-21,NZ,New Zealand,WPRO,2736,35646,3,56
2022-02-22,NZ,New Zealand,WPRO,678,36324,0,56
2022-02-23,NZ,New Zealand,WPRO,8715,45039,0,56
2022-02-24,NZ,New Zealand,WPRO,12001,57040,0,56
2022-02-25,NZ,New Zealand,WPRO,13645,70685,0,56
2022-02-26,NZ,New Zealand,WPRO,15010,85695,0,56
2022-02-27,NZ,New Zealand,WPRO,13054,98749,0,56
2022-02-28,NZ,New Zealand,WPRO,21412,120161,0,56
2022-03-01,NZ,New Zealand,WPRO,22085,142246,0,56
2022-03-02,NZ,New Zealand,WPRO,23189,165435,0,56
2022-03-03,NZ,New Zealand,WPRO,22559,187994,7,63
2022-03-04,NZ,New Zealand,WPRO,18854,206848,0,63
2022-03-05,NZ,New Zealand,WPRO,15156,222004,2,65
2022-03-06,NZ,New Zealand,WPRO,17532,239536,0,65
2022-03-07,NZ,New Zealand,WPRO,23904,263440,0,65
2022-03-08,NZ,New Zealand,WPRO,22449,285889,0,65
2022-03-09,NZ,New Zealand,WPRO,21024,306913,16,81
2022-03-10,NZ,New Zealand,WPRO,21012,327925,5,86
2022-03-11,NZ,New Zealand,WPRO,18667,346592,7,93
2022-03-12,NZ,New Zealand,WPRO,14522,361114,8,101
2022-03-13,NZ,New Zealand,WPRO,15582,376696,1,102
2022-03-14,NZ,New Zealand,WPRO,21642,398338,15,117
2022-03-15,NZ,New Zealand,WPRO,19485,417823,24,141
2022-03-16,NZ,New Zealand,WPRO,19604,437427,10,151
2022-03-17,NZ,New Zealand,WPRO,14146,451573,0,151
2022-03-18,NZ,New Zealand,WPRO,18524,470097,0,151
2022-03-19,NZ,New Zealand,WPRO,11975,482072,0,151
2022-03-20,NZ,New Zealand,WPRO,14482,496554,12,163
2022-03-21,NZ,New Zealand,WPRO,20898,517452,0,163
2022-03-22,NZ,New Zealand,WPRO,20130,537582,21,184
2022-03-23,NZ,New Zealand,WPRO,18472,556054,8,192
2022-03-24,NZ,New Zealand,WPRO,15900,571954,9,201
2022-03-25,NZ,New Zealand,WPRO,14176,586130,16,217
2022-03-26,NZ,New Zealand,WPRO,10263,596393,6,223
2022-03-27,NZ,New Zealand,WPRO,12916,609309,8,231
2022-03-28,NZ,New Zealand,WPRO,17171,626480,35,266
2022-03-29,NZ,New Zealand,WPRO,15954,642434,12,278
2022-03-30,NZ,New Zealand,WPRO,15296,657730,21,299
2022-03-31,NZ,New Zealand,WPRO,13524,671254,15,314
2022-04-01,NZ,New Zealand,WPRO,11647,682901,16,330
2022-04-02,NZ,New Zealand,WPRO,8847,691748,20,350
2022-04-03,NZ,New Zealand,WPRO,10235,701983,13,363
2022-04-04,NZ,New Zealand,WPRO,14163,716146,23,386
2022-04-05,NZ,New Zealand,WPRO,12618,728764,18,404
2022-04-06,NZ,New Zealand,WPRO,11646,740410,22,426
2022-04-07,NZ,New Zealand,WPRO,9975,750385,0,426
2022-04-08,NZ,New Zealand,WPRO,8475,758860,19,445
2022-04-09,NZ,New Zealand,WPRO,6736,765596,12,457
2022-04-10,NZ,New Zealand,WPRO,7631,773227,12,469
2022-04-11,NZ,New Zealand,WPRO,10971,784198,14,483
2022-04-12,NZ,New Zealand,WPRO,9447,793645,14,497
2022-04-13,NZ,New Zealand,WPRO,9476,803121,17,514
2022-04-14,NZ,New Zealand,WPRO,7826,810947,20,534
